Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
Vertex Pharmaceuticals Inc (US),-1,-1,-1,-1,"The primary role of this position is to lead and manage the data conversion project. Primary skills of this person should encompass data analysis and business process mapping. He/She will be analyzing the current Vertex Vendor Management reporting and analytics systems and processes. As a result of the assessments and analysis, he/she is to create, design and document specifications as requested by the Vendor Management Team. The objective of this role is to expand and improve data collection, analysis, and interpretation for the Vendor Management Team. This role is key in the transformation of the Team’s future state in data and process mapping.
Key Responsibilities:
The responsibilities of this position include, but are not limited to, the following:
Create and develop functional requirements of systems to improve quality, performances, external interfaces, and constraints.
Carryout analysis of requirements by checking for derived requirements that are logical to customers’ requests.
Outline requirement specifications with the use of standard templates for both used cases and detailed software.
Ability to create requirements traceability information and record requirements status during the project.
Monitor changes to baseline requirements with the use of effective application of change control processes and tools.
Make contributions in the development of Test Plans and Test Scripts and perform test execution as required.
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Identifying and implementing continuous improvement opportunities.
This position is accountable to ensure the successful execution of the following:
Identifying data life cycles, data sources and chain of custody
Interpreting data, analyzing results using statistical techniques to provide and optimize ongoing reports and data visualizations
Identifying, analyzing, and interpreting business needs into business processes.
Mapping various business scenarios into workflows and data requirements.
Preferred Qualifications, skills, knowledge and abilities:
Strong analytical skills with the ability to collect, organize, analyze and disseminate significant amount of information with attention to details and accuracy.
Ability to translate business scenarios into process maps.
Highly skilled in Excel, Word, Visio and other word processing software programs.
Showcase good analytical and evaluative skills in tasks.
Showcase good written and oral communication skills.
Ability to multitask and adapt to a fast pace working environment
Have good interpersonal skills.",Temporary Quality Assurance Specialist - Data/Business Analyst,"Boston, MA",-1,-1,$49K-$83K (Glassdoor Est.),-1,-1,-1
BioSource Recruiters,-1,-1,-1,-1,"This is an opportunity to join the leadership team at our US Corporate Office. Our client is a $2+billion global company focused on delivering the products and services to healthcare, pharmaceutical, and medical device Customers. They have a long history of success and are excited about what the future holds. We are seeking an enthusiastic data analyst professional with a background in accounting, information systems, or comparable business experience who is ready to create and innovate in support of their goals.

What you will do:
The data analyst will be responsible for planning, organizing, and executing analytics related to internal audits and business processes throughout the Company (including IT, financial, operational, compliance, quality and fraud). The role will develop repeatable data analytics processes to provide timely audit assurance, improve audit efficiency, and automate business processes. This position will drive analytics and strategy for Internal Audit and will collaborate with Internal Audit management and business functions within the organization to improve internal controls, create efficiencies, and add value to the business.

Provide an understanding of business and data requirements, and design visualizations for initial concepts and prototypes that can be presented to Internal Audit and business partners.

Perform detailed data analysis (determine data structures, content, and quality of the data through examination of source systems).

Design and create data visualizations (reports and dashboards) using Tableau as required.

Maintain a controlled repository of data visualization templates and views in Tableau.

Contribute to the planning, sampling, and testing of Sarbanes-Oxley controls.

Explore innovative ideas to continuously improve the audit methodology and audit procedures including the strategic deployment of technology to improve the effectiveness and efficiency of audit procedures and increase value to business partners.

Partner with Internal Audit team members to develop and deliver a data analytics strategy in all phases of the audit process including risk assessment, planning and scoping, fieldwork, testing, and reporting.

Develop training and usage of data analytics capabilities within the Internal Audit team.

Work with Internal Audit colleagues to continuously improve the department and achieve department goals.

What you need to be successful:
You must have advanced skills related to Tableau, SQL, and other analytics software such as Alteryx.

You have a Bachelor’s degree in accounting, information systems, or other related degree.

You are comfortable working in a complex global organization where you’ve had successful interactions and built relationships across functions, regions and business units. Your excellent verbal and written communication skills helped you influence, consult, and create compelling business cases at all levels of the organization.

You are able to inspire and instill a common vision and framework with individual and team projects.

Candidates with the audit experience and certifications such as CPA, CIA, CISA, CFE, Tableau certification, or other big data type certifications preferred.

This position may be elevated to a Senior Data Analyst role for candidates that possess an appropriate level of relevant experience as determined by STERIS.

Offering You In Return:
The opportunity to join a company that will invest in you for the long-term. Our client offers competitive salaries, healthcare benefits, tuition assistance, paid-time off, holidays, matching 401(k), annual merit, and incentive plans. Join and help write our next chapter.

Must have Sarbanes experience

Finance experience a plus

Audit experience very desirable",Data Analyst,"Mentor, OH",-1,Less than $1 million (USD),$49K-$83K (Glassdoor Est.),-1,Unknown,Company - Private
"Pinnacle Partners
4.1",-1,2000,-1,Banks & Credit Unions,"Up to $75K per year

MT51019129

Pinnacle Partners is assisting our client in their search for a Data Analyst located in Indianapolis. This successful resource will work to ensure all data within the company’s SQL database is complete and accurate, as well as report on usage, trends, and other evident patterns.

RESPONSIBILITIES:
Create necessary reports to assist with important business decisions.
Make recommendations on how to increase sales for the business.
Run any necessary reports for the executive management team.
REQUIREMENTS:
Prior experience with a retail loyalty program
Strong SQL experience, with the ability to pull/run custom reports, extract information, and run queries
Financial analysis skills
Familiarity with BI tools
Outstanding customer service/communication skills
Terms:
This position is a direct hire role with a salary up to $75K per year, based on experience. They offer benefits including medical/dental/vision, 401K, HSA, and other soft benefits.",Data Analyst,"Indianapolis, IN",4.1,$500 million to $1 billion (USD),$49K-$83K (Glassdoor Est.),Finance,1001 to 5000 Employees,Company - Public
"Acara Solutions
3.0",-1,1957,-1,Staffing & Outsourcing,"Acara solutions is looking for Data Analyst for our Client located in Hartsville, SC
Effectively navigate multiple systems and troubleshoot issues Data Entry into ERP systems
Effective communication written and verbal
Identify and address issues as they arise
Proficient in Excel Able to address invoicing issues and credits



Required Skills / Qualifications:
High School Diploma or GED
Minimum of 2 years"" experience in Data Analyst
Additional Information:
Upon offer of employment, the individual will be subject to a background check and a drug screen.
Aleron companies (Acara Solutions, Aleron Shared Resources, Broadleaf Results, Lume Strategies, TalentRise, Viaduct, and Aleron?s strategic partner, SDI) are Equal Employment Opportunity and Affirmative Action Employers. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender identity, sexual orientation, national origin, genetic information, sex, age, disability, veteran status, or any other legally protected basis. The Aleron companies welcome and encourage applications from diverse candidates, including people with disabilities. Accommodations are available upon request for applicants taking part in all aspects of the selection process.

Applicants for this position must be legally authorized to work in the United States. This position does not meet the employment requirements for individuals with F-1 OPT STEM work authorization status.",Data Analyst,"Hartsville, SC",3.0,Unknown / Non-Applicable,$49K-$83K (Glassdoor Est.),Business Services,10000+ Employees,Company - Private
"Adil Business Systems, Inc.",-1,-1,-1,-1,"In general, these roles may include review and analysis of syndromic surveillance data or contact tracing operational data, creation of dashboards, data integration, epidemiological tracking, review and cleaning of data, processing of complex data from a relational database, project management or other tasks as needed.
Required Skills:
1. At least two years of advanced level experience in data collection and analysis (not including coursework)
2. At least one year of SAS programming experience (not including coursework) including ability to:
a. Merge and subset data
b. Synthesize repeated measure data
c. Manage duplicate records and strategies to de-dup
d. Work with both character and numeric data and be able to convert between the two when appropriate, especially with dates
e. Import and export data to/from excel
f. Create tabular reports using proc freq, proc tabulate
g. Use macro variables and to write macro programs
3. Ability to operationalize an analysis request and independently determine suitable output.
4. Ability to manage multiple sources of online communication (email, conference calls, Teams) to stay connected in a remote environment.
5. Strong experience with Excel.
6. Experience with Salesforce a plus.
7. SAS certification a plus.
Additional information:
1. These new positions will be hired on a short-term basis, which is currently planned to be 6-24 months.
2. The roles will be remote.
3. Priority will be given to applicants who are available for full-time work (35 hours/week), which may include weekends, and the ability to work well in a team environment
Job Types: Full-time, Temporary
Pay: $42.00 - $42.50 per hour
Schedule:
Monday to Friday
Education:
Bachelor's (Required)
Experience:
SQL: 2 years (Required)
Data management: 2 years (Required)
SAS Programming: 2 years (Required)
Data Analysis: 1 year (Required)
License/Certification:
SAS Programmer (Preferred)
Company's website:
www.adil.com
Work Remotely:
Yes",Foundational SAS Programmer - Data Analyst,"Providence, RI",-1,-1,$49K-$83K (Glassdoor Est.),-1,-1,-1
"Financial Recovery Technologies
4.5",-1,2008,-1,Financial Transaction Processing,"Join a fast-growing company with a vibrant, entrepreneurial culture, dedicated to being the top provider in the class action recovery space! Financial Recovery Technologies has become a trusted partner to hedge funds, mutual funds, custodians, sovereign wealth funds, and other institutional investment firms. Our best-in-class people and technology have made FRT a market leader.

As a Data Analyst – Case Specialist, you will work with case and client data to ensure we deliver accurate, high-quality damages and eligibility information to our clients, providing the information they need in order to make decisions about whether and how to pursue recovery opportunities after portfolio losses.

The Role: As a Data Analyst – Case Specialist, you will:
Own and master case (lawsuit) information, as well as client data as it relates to specific cases
Dig deeply into clients’ transactions and holdings data to perform reconciliation, identify data gaps, and find potential solutions
Ensure the accuracy and quality of data relating to clients' eligibility to recover funds in connection with the settlement of lawsuits and enforcement actions
Bridge the gap between the technical and the nontechnical
Translate between our legal and technical teams, ensuring an accurate interpretation of legal and financial language in legal documents and an appropriate application of that language to the data at hand
Understand corporate actions and their impact on clients' trading history
Communicate results of client data analysis to non-technical client service professionals to facilitate client decision-making
Ask questions and test assumptions made in the handoff of information between our legal, case, and data operations teams
Build strong relationships with peers across corporate functions, including:
Client service professionals, who you’ll work with to provide clients with complex eligibility analyses
Operations professionals, who will rely on your analysis skills in filing claims, remediating deficiencies, and remitting payments
Product and technology teams, who will count on you to serve as a resource as they develop technology to support operational requirements
Our ideal candidate has:
Deep analytical experience, including hands-on work processing information and testing assumptions - a minimum of 3 years' overall professional experience is necessary
Advance SQL skills with experience writing SQL queries
VBA coding skills
Solid experience in financial services (experience in trading or with derivatives would be a plus!)
Top candidates will be able to recognize and understand the relevant features of various financial instruments in client-provided data and incorporate that understanding into high-quality loss analytics
Experience evaluating existing processes and developing effective process improvements;
An ability to multitask, prioritize, and balance varied tasks on a daily basis;
Strong verbal communication skills
Self-confidence sufficient to execute on tasks independently, trust his/her judgment, and yet know when to ask questions
An intellectually curious personality and a demonstrated commitment to continuous improvement
WHAT FRT OFFERS:
Competitive salary and bonus
Health, dental, vision
401k (with company match)
Income protection plans (life, accidental death and dismemberment, short- and long-term disability) and access to a suite of voluntary benefits
Fun, smart, diverse colleagues
Currently we are remote but under normal circumstances we also offer:
Close to public transit (walking distance to Wellington T on Orange Line)
Free drinks and snacks
Free parking onsite
Free access to onsite gym
THIS POSITION IS BASED IN OUR MEDFORD, MA HEADQUARTERS. LOCAL CANDIDATES ONLY, PLEASE.

AGENCIES: WE ARE NOT WORKING WITH AGENCIES ON THIS REQUISITION.

FRT provides equal employment opportunities by recruiting, hiring, training and promoting applicants and employees without regard to race, color, religion, creed, national origin, citizenship status, sex, age, ancestry, sexual orientation, genetics, pregnancy, marital or partnership status, gender identity/expression, disability, handicap, status as a victim of domestic violence or other similar offenses, consumer credit history, unemployment, military obligations, veteran status or any other category protected by law.

FRT is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the application or employment process, please let us know the nature of your request and your contact information.",Data Analyst - Case Specialist,"Medford, MA",4.5,$25 to $50 million (USD),$49K-$83K (Glassdoor Est.),Finance,51 to 200 Employees,Company - Private
New Standard,-1,-1,-1,-1,"New Standard is searching for a data-driven, quick thinker with a curious mind and an interest in a new and exciting industry to add to our growing team!
The Data Analyst compiles and reports on quantitative and qualitative analysis of company, customer, and competitor data. This data is provided to leadership to inform and drive decision making as it relates to product purchasing, pricing, and to optimization of inventory and understanding of consumer demand. This role reports to the CSO and will work closely with retail leadership, marketing, and purchasing teams to assist them with making informed and data driven decisions.
This role will be based in our corporate office in Southfield, however the ideal candidate will be comfortable with travelling to our various retail locations in the state of Michigan.
Job Responsibilities
Monitor competitor pricing, marketing, product lineup, promotions and provides a summary of updates to management
Track and report on customer behavior and demand metrics including loyalty program data, retention, and acquisition of new customers
Create, manage, and publish inventory reporting for each retail location to ensure leadership is informed on the current state of inventory
Monitor supply and demand of products to ensure popular products are never sold out, and slow moving products are discounted as needed to optimize inventory turnover
Measure and track customer demand while forecasting expected supply to ensure stores maintain adequate inventory
Provide daily recommendations for product buying while taking into consideration pricing, historical sales patterns, gross profit margin, scarcity, and competitive offerings
Analyze daily retail sales trends to make recommendations to purchasing and retail leadership
Analyze and report on individual item sell through rate while identifying key drivers
Communicates pricing, sales statistics, and trends to the retail leadership and purchasing teams
Conduct ad-hoc analysis and reporting as requested by leadership
Other duties as assigned
Job Requirements
Bachelor’s Degree in finance, accounting, economics, mathematics, or related field required. We will also consider applicants with an in-progress degree as an internship!
2+ years of analytical experience or merchandising experience in a consumer based retail environment
Excellent analytical and problem solving skills
Highly organized with focus on owning a project through all stages of execution
Proficiency in Microsoft Office suite, including Excel, required
Role is primarily sedentary in nature and requires the ability to sit/stand for 8 hours per day
Occasional travel to retail and cultivation locations may be required
Must be 21 years or older
Job Type: Full-time
Pay: From $50,000.00 per year
Benefits:
Dental insurance
Employee discount
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Company's website:
https://www.anewstandard.com/
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible",Retail Data Analyst,"Southfield, MI",-1,-1,$49K-$83K (Glassdoor Est.),-1,-1,-1
"T3W Business Solutions, Inc.",-1,-1,-1,-1,"T3W Business Solutions, Inc. has an opening for a Medical Expense Performance Reporting System Data Analyst III.
EDUCATION/EXPERIENCE
Must have a minimum of a Bachelor's degree in a business or related field (e.g., business administration, computer information systems, finance, healthcare, economics, health management.) or fifteen years or more direct MEPRS experience can be a substitute for the education requirement.
Minimum of 3 years experience within the last 5 years in medical expense accounting. The MEPRS Analyst will train MTF MEPRS personnel, AFMS-wide.
Minimum of 3 years within the last last five (5) years working in personnel, workload, and financial reconciliation.
Minimum 3 years experience within last 5 years working with the Expense Assignment System (EAS) Repository to support field on use of this tool as it pertains to MEPRS related issues.
Minimum of 3 years of experience within the last 5 years working with analytical data, and converting dat into graphical presentations (e.g., Microsoft Access, Excel, Power Point, Word) to include the ability to clearly interpret / present the data to others in a concise/informative manner.
RESPONSIBILITIES
Assist in overall management and oversight of the AFMRA MEPRS Program.
Subject Matter Expert to the AFMRA MEPRS Program Director on all MEPRS issues and provides input to Air Staff in matters related to policy, metrics, and concerns from MTF MEPRS Managers.
Perform Staff Assistant Visits (SAVs) to assess the effectiveness of the MTF MEPRS Program. Visits will be timely and identify program weaknesses, as well as corrective action plans.
Represent AFMRA at any meetings and conferences related to the area of MEPRS.
Assist in interpreting, implementing, and disseminating policy to base level by higher level directives.
Assist in the collection of data for development of MEPRS procedural material, program management policies, practices, and procedures.
Provide consultation, direction, and training on personnel, workload, and financial reconciliations to the MTF MEPRS Managers.
Develop metrics to measure the accuracy and variance of all MEPRS personnel, workload, and financial data reported by AF MTF MEPRS Managers.
Ensure the AF MTF MEPRS Manager feedback is received on all data variance identified on the MEPRS Early Warning and Control System (MEWACS).
Consolidate and report feedback on data variance identified on metrics, including variance identified on MEWACS, to the AFMRA/MEPRS Program Director.
Provide consultation, direction, and training to AF MTF MEPRS Managers to correct all data variance found to be inaccurate, and prevent inaccurate reporting.
Perform other duties incidental to and within the scope of the Medical Expense and Performance Reporting System (MEPRS) Support position.
QUALIFICATIONS Medical Expense and Performance Reporting System (MEPRS) Data Analysts (Analyst Level III)
On-site contractor personnel shall be able to demonstrate their expertise through a combination of education and experience as reflected below:
EEO/AA/F/M/Vet/Disabled
Job Type: Full-time
Pay: $0.00 per hour
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Expense Assignment System (EAS) Repository: 3 years (Required)",Medical Expense Performance Reporting System Data Analyst II,"Randolph, TX",-1,-1,$49K-$83K (Glassdoor Est.),-1,-1,-1
"Matrix Resources
4.1",-1,1983,-1,Staffing & Outsourcing,"Terrific Long-Term Contract Opportunity with a FULL suite of benefits!
As one of the largest financial institutions in the world, our client has been around for over 150 years and is continuously innovating in today's digital age. If you want to work for a company that's not only a household name, but also truly cares about satisfying customers' financial needs and helping people succeed financially, apply today.
Position: Data Analyst
Location: Charlotte, NC
Term: 6 months
Day-to-Day Responsibilities:
Consults with management and business partners on matters of significance regarding strategic approaches, effectiveness of support function, and business performance improvement opportunities for the applicable business functions.
Such consultation includes discussion of alternatives and implications.
Presents to executive management on business performance and recommends strategies to implement changes and improvements.
Utilizes thorough knowledge of the LOB's or business group's functional area or products to support and drive strategic initiatives for the business.
Provides work direction to lower level staff.
Leads support functions and/or operations/production oversight usually for multiple business groups for a Line of Business or for a significantly diverse and complex business group within a Line of Business.
Functions supported may include: policy/procedure administration and adherence, systems/change initiatives, business continuity planning, legal and regulatory adherence, SLA negotiation/development, reporting and analysis, project funding, pipeline, process improvement, quality management (example: may include negotiation of SLA and QA program across multiple LOBs), MBO development, communications, financial control/budgeting oversight (example: monitoring business expenses) and/or team member processing (example: planning focal review).
Is this a good fit? (Requirements):
8+ years of experience in one or a combination of the following: administrative support, project management, implementation, business operations or strategic planning demonstrated through work or military experience
Must have previous Teradata and SQL Server experience including: creating objects and fine tuning queries",Data Analyst,"Charlotte, NC",4.1,$100 to $500 million (USD),$49K-$83K (Glassdoor Est.),Business Services,201 to 500 Employees,Company - Private
"Agoda
4.3",-1,2005,-1,Internet,"About Agoda

Agoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.

Get to Know our Team:

The Business Performance and Operations team works closely with the Supply department (Partner Services) to identify and optimize growth opportunities on hotel supply for Agoda. The team is responsible for, but not limited to, sales performance, operational efficiency, business analytics and leading and managing experiments to measure and implement changes. We collaborate with multiple internal departments and produce highly visible results backed up by data. Utilizing powerful tools and possessing an end-to-end view of how Agoda works, the Business Performance and Operations team offers a unique opportunity for anyone who thrives in challenging and fast-paced environments.

The Opportunity:
As a Data Analyst at Agoda you will use your data skills and business mindset to make a difference in our fast-growing global business across our top hotel partners. The Data Analyst will be involved in strategic projects and work closely with commercial owners and business stakeholders, using data to identify and translate business needs and opportunities into actionable initiatives.

In this Role, you'll get to:
Analyze and develop reports and models we can use for performance tracking and optimization, drawing recommendations from your analysis
Build, enhance and streamline reports that help team members and internal stakeholders understand the performance of their business and identify action points
Perform ad-hoc analysis on business trends and results, translate and communicate results to leadership and key stakeholders
Provide input on ongoing projects and initiatives to reach business targets; run and assess your proposed actions in collaboration with the relevant teams
Make recommendations for new metrics, techniques, and strategies to improve team performance and measurement in the future
What you'll Need to Succeed:
Minimum 3 yearsexperience working in a business analysis, data analysis, reporting or business strategy role
Bachelor's Degree or higher in computer sciences, engineering, mathematics, statistics, data science or a related degree program.
Expert domain of data analysis and data visualization tools and software such as Excel, SQL, Tableau, Python, R, or similar
Working proficiency in XML, data modelling, data architecture & components
Analytical mindset, with proven track record in using data to measure performance and make decisions
Excellent problem-solving skills including the ability to analyze and resolve complex problems using data
Ability to work under pressure in a fast-paced and rapidly changing environment
Excellent communication skills (both verbal and written), with proven ability to convey complex messages clearly and with conviction
Team player with strong interpersonal, relationship-building, and stakeholder management skills
It's Great if you Have:
MBA or Masters in a quantitative subject (computer science, data science, analytics, mathematics, engineering, science, economics and finance etc.)
B2B experience
Equal Opportunity Employer

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person's merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.

By applying to this job, you agree that Agoda may process your personal data in accordance with Agoda applicants privacy statement.

Before you're done:

#STRA #ANLS #newyork
LI-SM31",Data Analyst (New York based),"New York, NY",4.3,$500 million to $1 billion (USD),$49K-$83K (Glassdoor Est.),Information Technology,1001 to 5000 Employees,Company - Public
"Paymerang
4.4",-1,2010,-1,Financial Transaction Processing,"As a Data Analyst, you will join our IT team to help build data products that extract valuable business insights. You will be responsible for identifying business trends and creating rich data visualizations to help our business and customers make more informed decisions. We use best in class cloud technologies and work with a variety of data sources from flat files to relational to NoSQL.

Responsibilities:
Identify, analyze, and interpret trends or patterns in complex data sets
Design, develop, and support highly scalable data pipelines
Undertake preprocessing of structured and unstructured data
Ensure the integrity of Paymerang data remains accurate and compliant
Present information using data visualization techniques
Can identify a problem, propose a solution and actively pursue the resolution
Work with key stakeholders to prioritize business and information needs
Good communication skills
Team player with a good attitude
Desire and ability to thrive in a ""start-up culture""
Requirements

Basic Qualifications:
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Technical expertise regarding data models and structures such as Relational, NoSQL, JSON, XML, and EDI
Adept at queries (T-SQL, Elasticsearch DSL, etc), report writing and presenting findings
Programming experience, preferably with Node.js / JavaScript
Ability to design and build complex ETL & ELT data flows
Experience with front end ‘Data Driven Document’ frameworks such as Kendo, D3.js, etc
Preferred Qualifications:
Familiarity with AWS (Amazon Web Services) data products such as Elasticsearch, Glue, S3, Quicksight, Serverless
Experience with machine learning, AI, and business intelligence tools and frameworks
Security mindset and familiarity with data stewardship and compliance
Benefits

Why You’ll Love It Here
Incredible growth potential
100% employer paid medical and dental premiums for full-time employees
20 Days of PTO (& 10 Paid Holidays)
401k retirement plan -- with a 6% non-elective contribution, so you get the money no matter what!
Maternity and Paternity Leave: because both moms and dads are parents.
Fun company and team outings because we play just as hard as we work
Employee referral bonuses to encourage the addition of great new people to the team
Plus, daily catered breakfast and snacks to keep you fueled up throughout the day
Paymerang is an Equal Opportunity Employer. Applicants will be considered regardless of race, color, religion, national origin, age, gender, marital status, physical or mental disability, veteran status, or sexual orientation.",Data Analyst,"Richmond, VA",4.4,Unknown / Non-Applicable,$49K-$83K (Glassdoor Est.),Finance,51 to 200 Employees,Company - Private
"Leidos
3.7",-1,1969,-1,Aerospace & Defense,"Description
Job Description:
Leidos is a Fortune 500™ company aimed at embracing and solving some of the world’s most pressing challenges. Through science and technology, Leidos makes the world safer, healthier and more efficient.
Our Civil Group offers an array of exciting career opportunities for the best IT, energy, logistics and engineering professionals.
MUST BE ABLE TO OBTAIN AN INTERIM SECRET CLEARANCE PRIOR TO START, WITH ABILITY TO BE GRANTED A HIGHER LEVEL CLEARANCE.
The Stennis Programs team at Leidos currently has an opening for a Geophysical Data Analyst to work for the Navy at John C. Stennis Space Center, MS. This is an exciting opportunity to use your experience helping the Naval Oceanographic Office (NAVOCEANO) on their European Deterrence Initiative (EDI) mission. In this project we work with government scientists, technologists and oceanographers to discover, process and analyze marine geo-acoustic and oceanographic data sets, develop specialized databases and build products used for fleet ocean forecasts and predictions. This mission includes the deployment and maintenance of autonomous data collection platforms to supplement the significant data holdings that NAVOCEANO possess. NAVOCEANO is a recognized national Center of Excellence for unmanned systems for operational and next-generation technologies. This project is a part of that leading edge of naval operational oceanography.
Driven by our talented workforce, the Exploration and Mission Support Operation builds trust through the delivery of enduring solutions for our customers’ information technology and mission support needs. We enable the delivery of citizen services and the exploration of space and scientific advancement to benefit humankind.
Key Capabilities:
Space Mission Operations
NASA Human Health and Research
Enterprise IT
Civil Spacecraft Engineering and Operations
Specialized Engineering Services
Cyber/Cloud
Supply Chain Management and Complex Logistics
The Geophysical Data Analyst will work as part of a team embedded within the Acoustic Modeling and Databases Division (NP53) of the Acoustics Department within the Naval Oceanographic Office. The Analyst will take direction and guidance from the NP53 Technical Point of Contact but will also have considerable latitude in day-to-day activities involving the data discovery, preparation and analysis needed to develop/update geo-acoustic seafloor databases. Seafloor and sub-bottom sediments play a significant role in the performance of acoustic energy transmissions in the water column - a critical component of naval environmental support. The databases developed by NP53 scientists provide Navy-standard characterizations of those effects which are essential to effective acoustic modeling for fleet assets.
Minimum Requirements:
B.S. in Geology or Geophysics from an accredited university with 5-8 years experience working in the field
Working knowledge of sedimentology and stratigraphy, structural geology, and focus on seismic stratigraphy and geophysical properties of sediments
Experience handling various geophysical data types and formats including seismic and sub-bottom profiler data, sediment thickness data (two-way travel time or depth measurements), core, grab, borehole, well data, etc.
Experience researching/data-mining for aforementioned data types
Experience processing seismic data to optimize quality for interpretation
Experience interpreting seismic and sub-bottom profiler data into two-way travel time layer thicknesses
Experience integrating various geophysical data types into a layered and gridded database
At least a working knowledge of scripting languages such as python, or shell scripts
Ability to proactively recognize problems and challenges, suggest solutions and implement as needed
Preferred Requirements:
Active Secret security clearance.
Experience working with SEG-Y or similar data formats
Experience using IHS Kingdom or equivalent software for seismic and sub-bottom profiler data interpretation
Prior experience in marine acoustic environments is a plus
Leidos is growing! Connect with us on LinkedIn and Facebook.
We value and support the well-being and mobility of our employees with competitive benefit packages, complementary e-learning training, work-life flexibility, an exciting External Referral Program, and a diverse, inclusive and ethical work place. In fact, in 2020, Leidos was ranked as one of the “World's Most Ethical Companies” by the Ethisphere Institute for the third consecutive year.
External Referral Bonus:
Ineligible
Potential for Telework:
No
Clearance Level Required:
None
Travel:
Yes, 10% of the time
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Geology

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",Geophysical Data Analyst (Seismic),"Stennis Space Center, MS",3.7,$10+ billion (USD),$49K-$83K (Glassdoor Est.),Aerospace & Defense,10000+ Employees,Company - Public
